selected,project,is_fork,stars,forks,watchers,commits,authors,loc,locJava,authorTotal,jmhTests,jmhAuthors,score,name
YES,41114192,0,18,2,1,4,1,79764,71105,1,22,1,13336.5408,msteindorfer/oopsla15-artifact
YES,32838400,0,0,0,1,51,2,1435,984,2,11,1,161.007,matthew-dailey/java-playaround
YES,25922294,0,0,3,3,707,34,75437,71621,34,8,1,1450683.6848,SlimRoms/android-external-okhttp
YES,20697023,0,0,0,1,138,2,59387,63,2,1,1,1639.0812,JeremyLWright/euler
NO,17950193,1,0,0,1,0,0,85467,84028,0,8,1,0,akochurov/mxcache
NO,42631093,1,0,0,1,0,0,30102,23486,0,6,1,0,kevintvh/metrics
YES,13942024,0,915,681,177,61,7,5102,4977,7,5,1,997777.732,java8/Java8InAction
YES,37698856,0,0,0,0,19,1,3437,3040,1,54,1,352.6362,mdhorton/experiments
NO,43185920,1,0,0,1,26,2,2168,1845,2,28,2,315.6608,mikeb01/benchmarks
YES,41639014,0,0,1,1,8,2,7235,7109,2,26,1,300.976,nightzero/java8lambdas
NO,42748544,1,0,0,1,1230,69,58717,52385,69,50,1,24916558.95,mukteshkrmishra/Hystrix
NO,44194321,1,0,0,1,119,11,11006,10866,11,45,6,64830.843,drudenko/slice
YES,23523872,0,0,0,1,61,1,3687,3051,1,8,1,179.9256,jpaw/fixedpoint
YES,33214062,0,0,0,1,9,1,1497,807,1,25,1,33.6825,dcapwell/jmh-tests
YES,52595362,0,66,10,111,128,10,2346,1720,10,4,3,80477.184,spotify/completable-futures
NO,45503742,1,0,0,1,1795,97,110904,104364,97,14,1,27034069.944,cchang738/parquet-mr
NO,41859111,1,0,0,1,805,10,35715,21318,10,7,1,201254.025,marcust/stagemonitor
YES,38671573,0,4,3,10,311,8,10948,9427,8,2,1,27238.624,JavaMicroService/rapidpm-microservice
YES,90075694,0,0,0,1,68,1,4583,309,1,2,1,62.3288,uchuhimo/kotlin-playground
YES,30881048,0,82,20,10,1068,2,45039,44687,2,1,1,798487.4232,eseifert/gral
NO,41585944,1,0,0,1,0,0,293830,286116,0,55,3,0,eincs/netty
YES,25169896,0,191,40,46,654,35,22375,21428,35,4,3,39334176,HubSpot/jinjava
NO,41328266,1,0,0,1,5713,105,279298,224972,105,8,2,134032875.816,qix/druid
YES,38327103,0,0,1,1,28,1,9908,9083,1,55,1,1525.832,BrentDouglas/vial
NO,83500104,1,0,0,1,659,13,20117,18709,13,17,1,292981.9763,songy23/instrumentation-java
NO,35144251,1,0,0,1,0,0,31004,24327,0,6,1,0,jasonchaffee/metrics
NO,33145999,1,0,0,1,347,38,14788,13044,38,7,1,136496.1976,prembasumatary/feign
YES,6331476,0,349,60,38,1655,28,45572,42691,28,1,1,73913226.8,junkdog/artemis-odb
NO,38485697,1,0,0,1,0,0,30494,23747,0,6,3,0,valery1707/dropwizard-metrics
YES,58123437,0,0,1,2,463,3,171812,828,3,10,1,238646.868,centic9/poi-benchmark
NO,42698047,1,2,0,1,33,4,1481,571,4,7,3,410.5332,fizzed/template-benchmark
YES,43953675,0,16,4,5,162,4,11022,10151,4,57,1,692084.6064,vladimir-bukhtoyarov/rolling-metrics
NO,69295290,1,0,0,1,699,14,21878,20301,14,17,1,363966.7836,dinooliva/instrumentation-java
YES,35144191,0,109,74,24,230,20,961951,91599,20,6,1,292048323.6,apache/orc
YES,44251829,0,2,0,1,7,1,1222,522,1,2,1,5.1324,akarnokd/ReactiveChannel
NO,7616124,1,0,0,7,3430,99,123447,99557,99,48,2,201210709.392,abersnaze/RxJava
YES,51849579,0,1,3,5,43,6,1546,1018,6,10,4,797.736,RTBHOUSE/neural-network-native-ops
NO,14434845,1,1,1,2,0,0,30102,23486,0,6,1,0,mspiegel/metrics
YES,66208002,0,0,0,1,16,1,15703,6297,1,6,1,150.7488,riaektiv/incubator
NO,57424132,1,0,0,1,1314,22,37684,36043,22,3,2,326810.7216,FieldFlux/orbit
NO,40355856,1,0,0,1,0,0,291389,283766,0,53,3,0,liyang1025/netty
NO,89309049,1,0,0,1,544,88,20513,17062,88,7,2,687398.8352,Echo19890615/feign
YES,84578701,0,0,0,1,7,4,4409,4408,4,6,2,74.0712,elbek/ir
YES,40699212,0,1,0,2,3,1,382,54,1,3,1,0.6876,taichi/jmh-gradle-ide
YES,78046966,0,0,4,1,168,6,6239,5721,6,2,2,1257.7824,reaktivity/nukleus-ws-java
YES,62069507,0,4,0,0,55,1,4485,3960,1,21,1,2590.0875,komiya-atsushi/fast-rng-java
YES,62951571,0,64,4,9,116,2,72845,7458,2,16,1,1757604.16,apptik/RHub
YES,36793280,0,302,46,24,601,22,31240,27476,22,17,4,212764774.728,resilience4j/resilience4j
NO,39455639,1,0,0,1,1174,65,56315,50041,65,39,1,16759850.835,MarkBruns/Hystrix
YES,32674567,0,0,0,1,1669,32,64871,60625,32,2,1,692926.0736,mono-plane/airlift
YES,88268680,0,0,0,2,12,3,659,390,3,11,2,26.0964,kickass-jmh/riviera
YES,61249208,0,16,8,8,152,3,4761,4317,3,8,1,29525.8176,cryptomator/cryptolib
YES,27662968,0,4,1,1,163,2,11649,10676,2,18,2,34178.166,udoprog/tiny-serializer-java
NO,82703726,1,0,0,0,218,10,21438,14728,10,110,1,514083.24,Hunte9999/atom
NO,41933730,1,0,0,1,1055,19,74603,70634,19,3,2,448625.1405,mohanaraosv/commons-bcel
YES,69284313,0,0,0,1,29,2,1936,1422,2,15,1,168.432,nikarh/equals-builder
NO,44800467,1,0,0,1,1007,19,10557,7668,19,8,2,161589.6648,UzumakiMansi/commons-csv
YES,30425951,0,5,4,4,921,9,45991,39270,9,1,1,228731.6394,paninij/paninij
YES,81726913,0,0,0,1,29,1,3491,2310,1,2,1,20.2478,afdw/fastcloud
YES,36793280,0,304,46,24,601,22,31240,27476,22,17,4,214169162.68,resilience4j/resilience4j
NO,50870392,1,1,0,2,337,23,394560,368319,23,470,4,287474048.64,bhav0904/eclipse-collections
NO,42902778,1,0,0,1,647,6,61015,58810,6,46,2,1089557.058,suyimin/caffeine
NO,41527017,1,0,0,1,0,0,30102,23486,0,6,1,0,rexren/metrics
NO,23658992,1,1,0,1,1026,22,71621,25178,22,8,3,2586606.7392,marksantos/simple-binary-encoding
YES,28505345,0,55,7,5,403,5,170796,48994,5,2,1,3854524.128,apptik/jus
NO,40694236,1,0,0,1,1211,67,57705,51406,67,48,1,22473650.808,yshaojie/Hystrix
YES,52091809,0,0,0,1,4,1,74231,57067,1,3,1,89.0772,josegom/training
NO,41730424,1,0,0,1,5787,110,282447,227858,110,8,2,143837829.432,767326791/druid
NO,61804151,1,0,0,2,145,20,165275,152388,20,3,2,143789.25,pujav65/incubator-rya
NO,19490025,1,0,0,0,1773,41,50151,29107,41,4,3,1458250.6572,PKRoma/simple-binary-encoding
NO,41956233,1,0,0,1,0,0,294397,286621,0,55,3,0,AnselQiao/netty
NO,43904511,1,0,0,1,372,43,15382,13570,43,7,1,172235.3304,FrEaKmAn/feign
YES,24759583,0,0,0,1,4,2,583,353,2,1,1,0.4664,mox601/mybatis-pool-jmh
YES,62745624,0,4,1,20,274,4,23260,21530,4,3,1,38239.44,takari/bpm
NO,42897137,1,0,0,1,1233,69,58725,52393,69,50,1,24980734.125,ruhkopf/Hystrix
YES,92446269,0,0,0,1,13,1,2025,1744,1,20,1,52.65,hheg/compactingspliterator
YES,22311460,0,15,6,4,137,5,25882,7107,5,32,3,907733.504,junkdog/entity-system-benchmarks
YES,15560332,0,0,1,1,20,2,520,251,2,3,2,6.24,mbosecke/pebble-benchmark
YES,60575545,0,3,0,1,35,1,16766,16242,1,80,1,18777.92,tommyettinger/sarong
YES,44343772,0,6,3,2,8,2,3046,2430,2,10,1,341.152,nithril/sandbox-query-benchmark-jooq-hibernate-jdbc
NO,33606956,1,0,1,2,1171,30,41235,33970,30,10,2,1448585.55,marcingrzejszczak/spring-cloud-sleuth
YES,79824552,0,0,0,2,16,4,1177,1002,4,13,1,97.9264,alexey-kotlyar/algostructure
YES,7263059,0,12,17,59,768,14,44592,41689,14,2,2,1246578.2784,joyent/java-manta
NO,42485574,1,0,0,1,57,6,4478,3486,6,2,1,306.2952,ktoso/hpack
NO,38967751,1,0,0,1,890,7,107322,105814,7,20,1,1337232.12,PascalSchumacher/byte-buddy
YES,13558261,0,65,19,25,95,9,7249,6879,9,5,1,204530.535,spotify/sparkey-java
YES,88820221,0,4,2,1,236,2,5463,4672,2,15,1,19339.02,tramchamploo/buffer-slayer
YES,28417294,0,7,1,2,110,2,3217,3060,2,63,1,35670.096,lemire/microbenchmarks
YES,78766052,0,1,0,0,455,14,59673,57707,14,3,1,228070.206,thejotta/CloudSimPlusModificado
YES,23572666,0,0,0,1,2,1,1106,729,1,9,1,1.9908,epickrram/benchmark
NO,37672556,1,0,0,6,1335,68,123453,116327,68,8,6,8965650.672,LuminateWireless/grpc-java
NO,15779896,1,0,0,1,1221,40,24967,23564,40,2,1,243877.656,brharrington/servo
YES,32952258,0,0,0,1,41,1,18779,18086,1,98,1,7545.4022,federicotg/hashing
NO,41241177,1,0,0,1,346,8,297149,59469,8,2,1,164501.6864,davidbecker/SquidLib
YES,49020702,0,1,0,6,13,2,3484,3094,2,5,1,90.584,darwin-evolution/darwin
NO,31747841,1,0,0,1,978,21,72523,25648,21,8,3,1191581.8992,saleyn/simple-binary-encoding
YES,77859095,0,110,9,13,296,3,9181,7035,3,90,1,8144575.272,traneio/future
YES,38590098,0,19,7,10,0,0,12008,10881,0,11,3,0,n1analytics/javallier
YES,21201000,0,1,0,1,3,1,296,119,1,9,1,1.5984,fpavageau/bench-filters
YES,65356302,0,23,17,12,135,9,7052,5183,9,14,1,287890.848,openzipkin/zipkin-reporter-java
NO,11097211,1,0,0,1,0,0,32262,25547,0,6,1,0,jplock/metrics
NO,41966628,1,0,0,1,39,6,7204,7080,6,26,2,4382.9136,wr0ngc0degen/java-8-lambdas-exercises
NO,48532847,1,0,0,1,1683,75,89935,85839,75,4,4,4540818.15,WorstCase00/jgrapht
YES,18409234,0,73,22,16,583,3,9836,7321,3,7,1,891123.8952,paritytrading/parity
NO,46840083,1,0,0,1,181,5,6563,4908,5,6,1,3563.709,phillipross/java-http-signature
NO,10742694,1,2,0,0,3067,90,116287,93982,90,43,2,414073237.869,mttkay/RxJava
YES,75976633,0,0,0,1,15,2,882,716,2,3,1,7.938,InvisibleTech/state
NO,64432626,1,0,0,1,707,14,22728,21111,14,17,1,382434.9648,sebright/opencensus-java
NO,36460690,1,0,0,1,4049,120,94468,90345,120,103,3,472771151.952,hyarlagadda/RxJava
YES,48457418,0,124,15,36,685,5,79667,75836,5,157,2,535486719.6875,reactor/reactive-streams-commons
YES,75385472,0,0,0,0,6,2,2942,2572,2,9,1,31.7736,runidle/runidle-testing
NO,34882334,1,0,1,2,8198,183,665500,479471,183,67,16,6.6893183709e+09,wrmsr/presto
NO,22561571,1,3,1,1,2557,149,412644,379030,149,6,1,377314741.1808,julianhyde/calcite
NO,56143433,1,0,0,1,0,0,777413,694589,0,3,2,0,iweiss/activemq-artemis
YES,42798715,0,22,5,3,24,2,1834,1226,2,3,1,607.4208,Techcable/Event4J
NO,41247039,1,0,0,1,732,38,67227,62058,38,8,5,1495988.9856,conchlee/grpc-java
YES,27543383,0,0,1,0,32,2,2188,1608,2,13,1,182.0416,Jiri-Kremser/inventory-benchmark
YES,19509416,0,17,6,5,78,1,1296,180,1,15,1,2729.376,biboudis/clashofthelambdas
NO,41308841,1,0,0,0,1211,67,57705,51406,67,48,1,22473650.808,fengshao0907/Hystrix
YES,33591530,0,0,1,1,17,1,1005,761,1,7,1,11.9595,yngui/jephyr-benchmark
NO,40145186,1,0,0,1,1084,24,73082,26838,24,8,3,1521041.0496,tfgm-bud/simple-binary-encoding
NO,42600797,1,0,0,1,1228,68,58720,52387,68,50,1,24516774.4,sensaid/Hystrix
NO,3608967,1,1,0,1,18,1,1580,1150,1,3,1,17.064,dskinner/SiftXml
YES,38507051,0,0,0,1,2,2,1702437,760509,2,1,1,680.9748,BunnyWei/truffle-llvmir
YES,35737246,0,0,0,1,7,2,223,166,2,2,1,0.6244,nithril/packedobject-test
YES,54685702,0,4,1,1,69,1,3868,2602,1,1,1,133.446,smoketurner/uploader
YES,89572401,0,0,0,1,125,5,2065,1513,5,1,2,129.0625,arnaudricaud/HPP-Project
YES,32951609,0,1116,123,93,1469,29,37534,35959,29,5,3,893033644.139,orbit/orbit
NO,25579906,1,1,0,2,839,19,46902,45970,19,3,2,448598.8692,gamahead/htm-java
NO,42515348,1,0,0,1,701,3,11524,10203,3,2,1,4846.9944,vtsyryuk/rxjava-jdbc
YES,62856325,0,0,0,1,32,1,2451,2222,1,8,1,62.7456,debmalya/vigilant-tribble
YES,70102533,0,3,1,5,7,2,2828,2686,2,4,1,63.3472,TechEmpower/misc
NO,50947979,1,0,0,1,1698,93,78993,72067,93,40,1,49896402.408,robertroeser/Hystrix
NO,44861476,1,0,0,1,428,19,219585,205258,19,8,1,1428532.176,andy32323/inspectIT
YES,10981994,0,1932,374,290,546,94,20599,17343,94,7,2,1.4305285441356e+09,OpenFeign/feign
YES,64431348,0,89,35,29,727,15,22416,20727,15,17,1,37400311.44,census-instrumentation/opencensus-java
YES,45310825,0,0,0,1,4,1,381,300,1,7,1,1.0668,jad7/AtomicIncrementBenchmark
NO,26205045,1,0,0,1,6678,143,532536,396276,143,27,9,1.3730779350288e+09,jf367/presto
NO,44713084,1,0,0,1,997,19,10524,7666,19,8,2,159484.9056,RavinaDhruve/commons-csv
YES,55313703,0,1,1,1,40,3,561218,520600,3,30,1,404076.96,XueweiKent/LockedTransaction
YES,25211686,0,1,0,1,13,1,820,651,1,1,1,2.132,alexo/spinner
NO,28672910,1,0,0,1,729,18,46714,45854,18,3,1,183894.3324,clumsy/htm-java
NO,39119385,1,0,0,1,0,0,156707,150075,0,4,2,0,fc7/jabref
NO,76605630,1,0,0,1,0,0,361051,352122,0,100,11,0,maliqq/netty
