"project","benchmarkName","numberOfChanges"
"line/armeria","com.linecorp.armeria.grpc.downstream.DownstreamSimpleBenchmark.simple","0"
"line/armeria","com.linecorp.armeria.grpc.downstream.DownstreamSimpleBenchmark.empty","0"
"line/armeria","com.linecorp.armeria.grpc.upstream.UpstreamSimpleBenchmark.simple","0"
"line/armeria","com.linecorp.armeria.grpc.upstream.UpstreamSimpleBenchmark.empty","0"
"line/armeria","com.linecorp.armeria.thrift.PooledResponseBufferBenchmark.pooled","0"
"line/armeria","com.linecorp.armeria.thrift.PooledResponseBufferBenchmark.unpooled","0"
"line/armeria","com.linecorp.armeria.core.HttpServerBenchmark.empty","0"
"line/armeria","com.linecorp.armeria.internal.PathParsingBenchmark.normal","0"
"line/armeria","com.linecorp.armeria.internal.PathParsingBenchmark.normal_cacheDisabled","0"
"line/armeria","com.linecorp.armeria.internal.PathParsingBenchmark.cachedAndNotCached","0"
"line/armeria","com.linecorp.armeria.internal.PathParsingBenchmark.cachedAndNotCached_cacheDisabled","0"
"line/armeria","com.linecorp.armeria.common.stream.StreamMessageBenchmark.noExecutor","0"
"line/armeria","com.linecorp.armeria.common.stream.StreamMessageBenchmark.jmhEventLoop","0"
"line/armeria","com.linecorp.armeria.common.stream.StreamMessageBenchmark.notJmhEventLoop","0"
"line/armeria","com.linecorp.armeria.common.stream.StreamMessageBenchmark.writeFirst","0"
"line/armeria","com.linecorp.armeria.common.stream.StreamMessageBenchmark.writeLast","0"
"line/armeria","com.linecorp.armeria.common.stream.StreamMessageBenchmark.writeOnDemand","0"
"line/armeria","com.linecorp.armeria.grpc.shared.SimpleBenchmarkBase.simple","0"
"line/armeria","com.linecorp.armeria.grpc.shared.SimpleBenchmarkBase.simpleNonBlocking","0"
"line/armeria","com.linecorp.armeria.grpc.shared.SimpleBenchmarkBase.empty","0"
"line/armeria","com.linecorp.armeria.grpc.shared.SimpleBenchmarkBase.emptyNonBlocking","0"
"line/armeria","com.linecorp.armeria.common.HttpHeadersBenchmark.parseKnown","0"
"line/armeria","com.linecorp.armeria.common.HttpHeadersBenchmark.parseUnknown","0"
"line/armeria","com.linecorp.armeria.grpc.downstream.LargePayloadBenchmark.normal","0"
"line/armeria","com.linecorp.armeria.core.client.endpoint.WeightedRoundRobinStrategyBenchmark.sameWeight","0"
"line/armeria","com.linecorp.armeria.core.client.endpoint.WeightedRoundRobinStrategyBenchmark.randomMainly1Max30","0"
"line/armeria","com.linecorp.armeria.core.client.endpoint.WeightedRoundRobinStrategyBenchmark.randomMax10","0"
"line/armeria","com.linecorp.armeria.core.client.endpoint.WeightedRoundRobinStrategyBenchmark.randomMax100","0"
"line/armeria","com.linecorp.armeria.core.client.endpoint.WeightedRoundRobinStrategyBenchmark.unique","0"
"line/armeria","com.linecorp.armeria.retrofit2.shared.SimpleBenchmarkBase.empty","0"
"line/armeria","com.linecorp.armeria.core.client.retry.RetryingHttpClientBase.empty","0"
"line/armeria","com.linecorp.armeria.common.MediaTypesBenchmark.simpleMatch","0"
"line/armeria","com.linecorp.armeria.common.MediaTypesBenchmark.simpleNotMatch","0"
"line/armeria","com.linecorp.armeria.common.MediaTypesBenchmark.complexMatch","0"
"line/armeria","com.linecorp.armeria.common.MediaTypesBenchmark.complexNotMatch","0"
"line/armeria","com.linecorp.armeria.common.MediaTypesBenchmark.all","0"
"line/armeria","com.linecorp.armeria.core.client.endpoint.DnsEndpointGroupBenchmark.resolveLocalhost","0"
"line/armeria","com.linecorp.armeria.core.client.retry.BackoffBenchmark.exponential","0"
"linkedin/parseq","com.linkedin.parseq.IdGeneratorBenchmark.getNextId","0"
"linkedin/parseq","com.linkedin.parseq.LongIdGeneratorBenchmark.getNextId","0"
"LiveMyKarma/Finalizer","com.livemykarma.gc.finalizer.BenchmarkWithGCProfiler.testNonFinalizable","0"
"LiveMyKarma/Finalizer","com.livemykarma.gc.finalizer.BenchmarkWithGCProfiler.testFinalizable","0"
"LiveMyKarma/Finalizer","com.livemykarma.gc.finalizer.SimpleBenchmark.testNonFinalizable","0"
"LiveMyKarma/Finalizer","com.livemykarma.gc.finalizer.SimpleBenchmark.testFinalizable","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.StoreBenchmark.quickTest","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaAgrona.readCrc","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaAgrona.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaAgrona.readRev","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaAgrona.readSeq","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaAgrona.readXxh64","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaAgrona.write","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MvStore.readCrc","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MvStore.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MvStore.readRev","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MvStore.readSeq","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MvStore.readXxh64","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MvStore.write","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaByteBuffer.readCrc","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaByteBuffer.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaByteBuffer.readRev","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaByteBuffer.readSeq","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaByteBuffer.readXxh64","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJavaByteBuffer.write","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJni.readCrc","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJni.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJni.readRev","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJni.readSeq","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJni.readXxh64","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbJni.write","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.RocksDb.readCrc","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.RocksDb.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.RocksDb.readRev","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.RocksDb.readSeq","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.RocksDb.readXxh64","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.RocksDb.write","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MapDb.readCrc","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MapDb.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MapDb.readRev","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MapDb.readSeq","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MapDb.readXxh64","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.MapDb.write","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LevelDb.readCrc","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LevelDb.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LevelDb.readRev","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LevelDb.readSeq","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LevelDb.readXxh64","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LevelDb.write","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.Chronicle.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.Chronicle.write","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.Xodus.readCrc","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.Xodus.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.Xodus.readRev","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.Xodus.readSeq","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.Xodus.readXxh64","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.Xodus.write","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbLwjgl.readCrc","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbLwjgl.readKey","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbLwjgl.readRev","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbLwjgl.readSeq","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbLwjgl.readXxh64","0"
"lmdbjava/benchmarks","org.lmdbjava.bench.LmdbLwjgl.write","0"
"loxal/template","net.loxal.template.TemplateTest.someTest","0"
"LucasPickering/terra","me.lucaspickering.terra.world.WorldBenchmark.measureGenerate","0"
"lucwillems/JavaLinuxNet","org.it4y.benchmarks.TimeBenchmark.benchmarkMonotonicCoarse","0"
"lucwillems/JavaLinuxNet","org.it4y.benchmarks.TimeBenchmark.benchmarkMonotonicRaw","0"
"lucwillems/JavaLinuxNet","org.it4y.benchmarks.TimeBenchmark.benchmarkClockMonotonicCoarse","0"
"lucwillems/JavaLinuxNet","org.it4y.benchmarks.TimeBenchmark.benchmarkUsecTime","0"
"lucwillems/JavaLinuxNet","org.it4y.benchmarks.TimeBenchmark.benchmarkUsecTimeBaseOnCLOCKMONOTONICCOARSE","0"
"lucwillems/JavaLinuxNet","org.it4y.benchmarks.TimeBenchmark.benchmarknanoTime","0"
"lucwillems/JavaLinuxNet","org.it4y.benchmarks.TimeBenchmark.benchmarkusecCLOCK_MONOTONIC_COARSE_TimeAccurancy","0"
"lucwillems/JavaLinuxNet","org.it4y.benchmarks.TimeBenchmark.benchmarkgetTimeCLOCK_MONOTONIC_COARSE_TimeAccurancy","0"
"m0wfo/false-sharing-demo","com.logentries.blog.JMHBenchmark.updateUnpaddedA","0"
"m0wfo/false-sharing-demo","com.logentries.blog.JMHBenchmark.updateUnpaddedB","0"
"m0wfo/false-sharing-demo","com.logentries.blog.JMHBenchmark.updatePaddedA","0"
"m0wfo/false-sharing-demo","com.logentries.blog.JMHBenchmark.updatePaddedB","0"
"magneticflux-/gridsim","org.skaggsm.gridsim.TemperatureBenchmark.measureTick","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.split3_vw_1","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.customSplit3_vw_1","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.split3_aw_1_2","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.customSplit3_aw_1_2","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.split3_vw_99_900","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.customSplit3_vw_99_900","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.split3_vw_99_22222","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.customSplit3_vw_99_22222","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.split3_aw_100_900","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.customSplit3_aw_100_900","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.split3_aw_10_long_text","0"
"manhcuongkd/blynk-server","cc.blynk.utils.StringUtilPerfTest.customSplit3_aw_10_long_text","0"
"manhcuongkd/blynk-server","cc.blynk.utils.DashSerializationPerfTest.oldMethod","0"
"manhcuongkd/blynk-server","cc.blynk.utils.DashSerializationPerfTest.newMethod","0"
"manhcuongkd/blynk-server","cc.blynk.server.core.model.auth.StringToByteBufPerfTest.optimizedBlynkWay","0"
"manhcuongkd/blynk-server","cc.blynk.server.core.model.auth.StringToByteBufPerfTest.blynkWay","0"
"manhcuongkd/blynk-server","cc.blynk.server.core.model.auth.SessionPerfTest.sendMessageToHardware_1Channel","0"
"manhcuongkd/blynk-server","cc.blynk.server.core.model.auth.SessionPerfTest.sendMessageToHardware_2Channels","0"
"manhcuongkd/blynk-server","cc.blynk.server.core.model.auth.SessionPerfTest.sendMessageToHardware_3Channels","0"
"manhcuongkd/blynk-server","cc.blynk.server.core.model.auth.SessionPerfTest.sendMessageToHardware_4Channels","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.heuristics.CloudletToVmMappingSolutionBenchmark.testCreateNeighbor","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.heuristics.CloudletToVmMappingSolutionBenchmark.testGetCost_FirstCall","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.heuristics.CloudletToVmMappingSolutionBenchmark.testGetCost_SecondCall","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.heuristics.CloudletToVmMappingSolutionBenchmark.testGetCostWhenFirstCall","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.heuristics.CloudletToVmMappingSolutionBenchmark.testGetCostWhenSecondCall","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.collections.SortedSetVsLinkedList.testSortedSetAdd","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.collections.SortedSetVsLinkedList.testSortedSetAddRandomIncrement","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.collections.SortedSetVsLinkedList.testCustomLinkedListAdd","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.collections.SortedSetVsLinkedList.testCustomLinkedListAddReversed","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.collections.SortedSetVsLinkedList.testCustomLinkedListAddRandomIncrement","0"
"manoelcampos/cloudsim-plus","org.cloudsimplus.collections.SortedSetVsLinkedList.testCustomLinkedListAddReversedRandomIncrement","0"
"marcelmay/hadoop-hdfs-fsimage-exporter","de.m3y.prometheus.exporter.fsimage.BenchmarkIT.pollExporter","0"
"marcelodeolive1ra/DC-UFSCar-ES2-201601-GrupoHelloWorld","net.sf.jabref.benchmarks.Benchmarks.parse","0"
"marcelodeolive1ra/DC-UFSCar-ES2-201601-GrupoHelloWorld","net.sf.jabref.benchmarks.Benchmarks.write","0"
"marcelodeolive1ra/DC-UFSCar-ES2-201601-GrupoHelloWorld","net.sf.jabref.benchmarks.Benchmarks.search","0"
"marcelodeolive1ra/DC-UFSCar-ES2-201601-GrupoHelloWorld","net.sf.jabref.benchmarks.Benchmarks.inferBibDatabaseMode","0"
"MaridProject/typedmap","org.marid.typedmap.identity.benchmark.TypedMapGetBenchmark.get","1"
"MaridProject/typedmap","org.marid.typedmap.identity.benchmark.TypedMapPutBenchmark.put","0"
"MaridProject/typedmap","org.marid.typedmap.identity.benchmark.TypedMapGetContendedBenchmark.get","0"
"MaridProject/typedmap","org.marid.typedmap.sparsed.SparsedStructBenchmark.pojo","0"
"MaridProject/typedmap","org.marid.typedmap.sparsed.SparsedStructBenchmark.linked","0"
"MaridProject/typedmap","org.marid.typedmap.sparsed.SparsedStructBenchmark.byte8","0"
"MaridProject/typedmap","org.marid.typedmap.sparsed.SparsedStructBenchmark.byte16","0"
"marklogic/marklogic-jena","com.marklogic.semantics.jena.benchmarks.MarkLogicDatasetGraphNaivePerfTest.perfNaiveQuery1","0"
"marklogic/marklogic-jena","com.marklogic.jena.examples.NaiveBenchmarkExample.perfNaiveQuery1","0"
"marklogic/marklogic-sesame","com.marklogic.semantics.sesame.benchmarks.example.HelloWorld.wellHelloThere","0"
"marklogic/marklogic-sesame","com.marklogic.semantics.sesame.benchmarks.MarkLogicRepositoryConnectionNaivePerfTest.perfNaiveQuery1","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseIntSmall","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseIntSmallJdk","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseIntSmallExact","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseIntLarge","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseIntLargeExact","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseIntLargeJdk","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseLongSmall","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseLongSmallExact","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseLongSmallJdk","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseLongLarge","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseLongLargeExact","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseDecimalBenchmark.parseLongLargeJdk","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseUuidBenchmark.parseCharSequences","0"
"marschall/charsequences","com.github.marschall.charsequences.ParseUuidBenchmark.parseJdk","0"
"marschall/line-parser","com.github.marschall.lineparser.Utf8DecoderBenchmark.shortAsciiJdk","0"
"marschall/line-parser","com.github.marschall.lineparser.Utf8DecoderBenchmark.shortAsciiLineParser","0"
"marschall/line-parser","com.github.marschall.lineparser.Utf8DecoderBenchmark.longAsciiJdk","0"
"marschall/line-parser","com.github.marschall.lineparser.Utf8DecoderBenchmark.longAsciiLineParser","0"
"marschall/line-parser","com.github.marschall.lineparser.Utf8DecoderBenchmark.shortLatinJdk","0"
"marschall/line-parser","com.github.marschall.lineparser.Utf8DecoderBenchmark.shortLatinLineParser","0"
"marschall/line-parser","com.github.marschall.lineparser.Utf8DecoderBenchmark.longLatinJdk","0"
"marschall/line-parser","com.github.marschall.lineparser.Utf8DecoderBenchmark.longLatinLineParser","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.equalsMini","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.equalsCommons","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.hashCodeMini","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.hashCodeCommons","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.arrayEqualsMini","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.arrayEqualsCommons","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.arrayHashCodeMini","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.arrayHashCodeCommons","0"
"marschall/mini-commons","com.github.marschall.minicommons.StringUtilsBenchmark.originalSmall","0"
"marschall/mini-commons","com.github.marschall.minicommons.StringUtilsBenchmark.fillSmall","0"
"marschall/mini-commons","com.github.marschall.minicommons.StringUtilsBenchmark.fillByteSmall","0"
"marschall/mini-commons","com.github.marschall.minicommons.StringUtilsBenchmark.builderSmall","0"
"marschall/mini-commons","com.github.marschall.minicommons.StringUtilsBenchmark.originalMedium","0"
"marschall/mini-commons","com.github.marschall.minicommons.StringUtilsBenchmark.fillMedium","0"
"marschall/mini-commons","com.github.marschall.minicommons.StringUtilsBenchmark.fillByteMedium","0"
"marschall/mini-commons","com.github.marschall.minicommons.StringUtilsBenchmark.builderMedium","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.equalsManual","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.equalsReflection","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.hashCodeManual","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.hashCodeReflection","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.longHashCodeMini","0"
"marschall/mini-commons","com.github.marschall.minicommons.CommonsBenchmark.longHashCodeCommons","0"
"marschall/sets","com.github.marschall.sets.ArraySetBenchmark.hashSet3","0"
"marschall/sets","com.github.marschall.sets.ArraySetBenchmark.hashSet6","0"
"marschall/sets","com.github.marschall.sets.ArraySetBenchmark.arraySet3","0"
"marschall/sets","com.github.marschall.sets.ArraySetBenchmark.arraySet6","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateAllSize_allSet","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateAllSize_lowSet","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateAllSize_low4","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateAllSize_high4","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateAllSize_highSet","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateDirect_allSet","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateDirect_lowSet","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateDirect_low4","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateDirect_high4","0"
"marschall/sets","com.github.marschall.sets.IterationBenchmark.iterateDirect_highSet","0"
"marsorp/blog","com.facebook.presto.hive.benchmark.HiveFileFormatBenchmark.read","0"
"marsorp/blog","com.facebook.presto.hive.benchmark.HiveFileFormatBenchmark.write","0"
"marsorp/blog","com.facebook.presto.BenchmarkPagesIndexPageSorter.runBenchmark","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.overflowChecksAdd","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.overflowChecksSubtract","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.overflowChecksMultiply","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.overflowChecksDivide","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.overflowChecksNegate","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.baseLineAdd","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.baseLineSubtract","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.baseLineMultiply","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.baseLineDivide","0"
"marsorp/blog","com.facebook.presto.type.BenchmarkBigIntOperators.baseLineNegate","0"
"marsorp/blog","com.facebook.presto.operator.spiller.BenchmarkBinaryFileSpiller.write","0"
"marsorp/blog","com.facebook.presto.operator.spiller.BenchmarkBinaryFileSpiller.read","0"
"marsorp/blog","com.facebook.presto.operator.BenchmarkHashBuildAndJoinOperators.benchmarkBuildHash","0"
"marsorp/blog","com.facebook.presto.operator.BenchmarkHashBuildAndJoinOperators.benchmarkJoinHash","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkMapConcat.mapConcat","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkArraySort.arraySort","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkArrayTransform.benchmark","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkMapSubscript.mapSubscript","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkLength","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkSubstringStart","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkSubstringStartLength","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkSubstringStartFromEnd","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkSubstringStartLengthFromEnd","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkReverse","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkLeftTrim","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkRightTrim","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkTrim","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkUpper","0"
"marsorp/blog","com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkLower","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkArrayHashCodeOperator.arrayHashCode","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkArrayJoin.benchmark","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkRoundFunction.doubleActual","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkRoundFunction.doubleBaseline","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkRoundFunction.floatActual","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkRoundFunction.floatBaseline","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkArrayDistinct.arrayDistinct","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkArraySubscript.arraySubscript","0"
"marsorp/blog","com.facebook.presto.operator.scalar.RegexpFunctionsBenchmark.benchmarkLikeJoni","0"
"marsorp/blog","com.facebook.presto.operator.scalar.RegexpFunctionsBenchmark.benchmarkLikeRe2J","0"
"marsorp/blog","com.facebook.presto.operator.scalar.BenchmarkArrayFilter.benchmark","0"
"marsorp/blog","com.facebook.presto.operator.BenchmarkGroupByHash.groupByHashPreCompute","0"
"marsorp/blog","com.facebook.presto.operator.BenchmarkGroupByHash.addPagePreCompute","0"
"marsorp/blog","com.facebook.presto.operator.BenchmarkGroupByHash.bigintGroupByHash","0"
"marsorp/blog","com.facebook.presto.operator.BenchmarkGroupByHash.baseline","0"
"marsorp/blog","com.facebook.presto.operator.BenchmarkGroupByHash.baselineBigArray","0"
"marsorp/blog","com.facebook.presto.sql.gen.InCodeGeneratorBenchmark.benchmark","0"
"marsorp/blog","com.facebook.presto.sql.gen.PageProcessorBenchmark.rowOriented","0"
"marsorp/blog","com.facebook.presto.sql.gen.PageProcessorBenchmark.columnOriented","0"
"marsorp/blog","com.facebook.presto.sql.gen.PageProcessorBenchmark.columnOrientedDictionary","0"
"marsorp/blog","com.facebook.presto.sql.gen.BenchmarkPageProcessor.handCoded","0"
"marsorp/blog","com.facebook.presto.sql.gen.BenchmarkPageProcessor.compiled","0"
"marsorp/blog","com.facebook.presto.execution.BenchmarkNodeScheduler.benchmark","0"
"marsorp/blog","com.facebook.presto.execution.resourceGroups.BenchmarkResourceGroup.benchmark","0"
"marsorp/blog","com.facebook.presto.spi.predicate.BenchmarkSortedRangeSet.benchmarkBuilder","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.baselineLength1","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.baselineLength2","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.baselineLength3","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.baselineLength4","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.baselineLength5","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.baselineLength6","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.baselineLength7","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.baselineLength256","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.optimizedLength1","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.optimizedLength2","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.optimizedLength3","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.optimizedLength4","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.optimizedLength5","0"
"marsorp/blog","com.facebook.presto.orc.stream.BenchmarkLongBitPacker.optimizedLength6","0"
