project;commit;benchmark;param;> 90%;> 95%;> 98%;> 99%
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1000,count=10000,parallelism=3;8;8;25;25
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableConvert;count=100;11;11;69;69
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.flowableBlockingFirst;;18;18;18;22
ReactiveX/RxJava;;io.reactivex.FlattenCrossMapPerf.observable;times=1;12;22;40;46
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableDedicated;count=10000;17;17;19;34
ReactiveX/RxJava;;io.reactivex.FlattenJustPerf.observable;times=10000;11;11;26;27
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=100;13;13;13;13
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=32,work=1;6;6;8;16
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableConvert;count=10;7;7;11;11
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.oneStreamOfNthatMergesIn1;size=1000;12;12;15;18
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=1;14;14;14;14
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert;count=1000;10;10;28;50
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=8,work=1000;8;8;15;15
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=1000;10;11;20;23
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=1000;10;11;23;23
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=8,work=1;13;13;18;40
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observableDedicated;count=1000000;9;12;16;25
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=256;10;10;10;24
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=1000;12;12;12;15
ReactiveX/RxJava;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruAsync;size=1000000;15;15;20;21
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert;count=100000;10;11;12;14
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.flowableInner;times=1;13;13;17;19
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=128,work=10;15;15;15;31
ReactiveX/RxJava;;io.reactivex.FlattenJustPerf.flowable;times=100;12;14;18;25
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=100,cpu=1;16;16;16;57
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1000000,maxConcurrency=256;10;10;16;60
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=1000;7;7;8;17
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=8,work=1000;6;9;18;18
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOfN;size=1000;11;11;18;18
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=1,work=1000;15;15;22;28
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.observable;times=1000;14;15;16;29
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=100,count=10000,parallelism=4;13;13;13;41
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=100;8;8;28;35
ReactiveX/RxJava;;io.reactivex.FlattenCrossMapPerf.observable;times=10000;6;8;8;8
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=32,work=100;16;16;26;29
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1000000;8;11;14;29
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=1,work=10;11;11;25;25
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.bpRangeMapJust;times=1000;10;10;11;11
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=100000;11;11;12;30
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=100,cpu=10000;;;;
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.pipelineFlowable;;7;7;12;13
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=1000000;10;12;18;56
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=1;8;8;9;10
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=10000;13;13;15;16
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observablePlain;count=1000;16;16;18;23
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableDedicated;count=1000;14;14;14;14
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=1000000;10;12;21;23
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=1000000;6;6;19;32
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1000000;10;10;18;34
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=10000;22;28;39;40
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert;count=1;;;;
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.parallel;compute=1000,count=10000,parallelism=3;12;18;18;24
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.singleJust;times=1000000;15;15;15;15
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableConvert;count=1000;11;11;15;29
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=10000;8;8;26;26
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingLast;times=1000;8;9;9;11
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=1;8;8;11;19
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observablePlain;count=1000000;10;11;11;20
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=1;8;8;19;19
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1000000;9;10;17;17
ReactiveX/RxJava;;io.reactivex.FlatMapJustPerf.observable;times=1000;6;9;11;19
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=32,work=10;8;17;19;19
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableConvert;count=10;7;7;9;25
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1;9;9;11;16
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1;8;12;12;20
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated;count=100000;8;8;16;20
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=128,work=100;7;8;13;52
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;8;8;10;12
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1000000;10;10;10;13
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=10000;10;13;14;34
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=1000;15;15;15;15
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=1,work=100;10;13;23;36
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=10;9;11;12;13
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=1;8;9;10;14
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=10;7;7;12;12
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=100000;31;31;31;31
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=1000;9;10;14;20
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.observableInner;times=1;8;10;17;21
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=10;6;8;11;23
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert;count=10000;15;15;19;19
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=1000;12;12;21;26
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=10;8;14;14;33
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observablePlain;count=10;9;9;11;26
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableDedicated;count=1000000;9;9;12;34
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100000,maxConcurrency=8;10;16;16;16
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=100;7;7;12;18
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.pipelineMaybe;;7;9;12;12
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=10;7;9;9;25
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=100;6;8;9;17
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=100000;8;9;10;11
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=1000000;6;13;13;30
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=10,cpu=1;6;7;8;10
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=1000000;7;11;22;23
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.nbpRange;times=1000000;6;6;16;16
ReactiveX/RxJava;;io.reactivex.FlattenJustPerf.flowable;times=10;8;8;8;11
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=1000000;15;17;17;17
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=10;10;10;16;19
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100,maxConcurrency=8;12;12;12;29
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1000,maxConcurrency=32;10;10;16;67
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated;count=1;8;9;11;33
ReactiveX/RxJava;;io.reactivex.PublishProcessorPerf.unbounded1m;;6;6;6;11
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=10,cpu=1;8;9;11;32
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowablePlain;count=100;6;6;10;13
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=10;10;10;11;28
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableDedicated;count=100;10;18;20;46
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=32,work=1000;13;13;13;14
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1;7;7;10;18
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=8,work=100;6;10;15;17
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=32,work=100;7;7;11;12
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=1;9;9;9;9
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100,maxConcurrency=128;10;11;12;15
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableDedicated;count=100;10;10;24;33
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observablePlain;count=1;8;8;10;13
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.flowable;times=10000;10;10;10;
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1000000,maxConcurrency=32;10;10;19;24
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=10000;11;11;11;12
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=10;7;7;18;21
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableDedicated;count=100000;14;14;14;20
ReactiveX/RxJava;;io.reactivex.PublishProcessorPerf.subject1m;;10;21;21;46
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=1000000;7;11;11;11
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=10000;8;9;16;17
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.mergeNAsyncStreamsOfN;size=1000;6;8;9;15
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000,count=10000,parallelism=2;13;14;19;35
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=1;8;8;9;11
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.parallel;compute=10000,count=10000,parallelism=3;7;8;19;27
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableDedicated;count=100000;19;19;21;24
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableConvert;count=10;6;9;9;27
ReactiveX/RxJava;;io.reactivex.RxVsStreamPerf.rangeFlatMap;times=1000;9;9;11;11
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=10;7;7;8;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=1;8;9;9;20
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=10000;11;11;14;14
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=1,work=1;9;11;14;30
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1000000;6;6;6;14
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10,maxConcurrency=1;10;11;13;19
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=100,count=10000,parallelism=3;7;10;11;41
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=1000000;8;10;15;31
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=100;10;12;33;44
ReactiveX/RxJava;;io.reactivex.ReducePerf.flowMaybe;times=1000000;6;9;22;22
ReactiveX/RxJava;;io.reactivex.PublishProcessorPerf.unbounded1;;8;14;14;14
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10,count=10000,parallelism=1;12;17;25;34
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=1000;10;24;28;33
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=1000000;9;10;12;31
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableDedicated;count=10000;6;12;12;12
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=100;10;10;20;49
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.flowableBlockingLast;;8;8;11;20
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10,count=10000,parallelism=4;7;9;10;40
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=1000,cpu=10;;;;
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableDedicated;count=1;7;9;17;34
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=10000,cpu=100;12;12;12;12
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert;count=10000;10;10;15;21
ReactiveX/RxJava;;io.reactivex.RxVsStreamPerf.rangeFlatMapJust;times=1000000;6;15;15;37
ReactiveX/RxJava;;io.reactivex.FlattenCrossMapPerf.flowable;times=1000000;6;6;15;28
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingLast;times=1000;10;10;11;13
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=10000;14;14;14;19
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=10000;9;11;11;53
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1;8;9;16;39
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=1;8;8;8;17
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000000;6;14;14;14
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1000,maxConcurrency=256;15;15;15;15
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=8,work=1;6;6;8;15
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.parallel;compute=1,count=10000,parallelism=4;7;10;11;34
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=100;14;18;19;37
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=1000;9;9;10;30
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=100;11;11;11;15
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1000000,maxConcurrency=8;10;10;12;30
ReactiveX/RxJava;;io.reactivex.RxVsStreamPerf.rangeObservable;times=1000000;6;13;16;18
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=10000;14;14;22;30
ReactiveX/RxJava;;io.reactivex.FlatMapJustPerf.observable;times=10;9;9;9;45
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableDedicated;count=1000000;10;10;17;17
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=10;6;7;7;9
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowablePlain;count=1000;7;7;7;11
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1;9;10;10;39
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=1000;10;11;19;26
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=10000;9;9;10;16
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=1,work=10;7;7;11;11
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1;9;9;17;17
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.nbpRangeMapJust;times=1000000;11;11;17;19
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=100,cpu=1000;;;;
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=256,work=10;8;8;11;13
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=100000;11;13;26;28
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=10,cpu=10;8;8;9;14
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=32,work=1;8;11;12;34
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated;count=10000;6;6;9;13
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.flowable;times=10;6;9;10;35
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.subscribeOnFlowable;;16;16;16;16
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.single;;7;10;10;14
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated;count=10;10;10;11;16
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=1000000;;;;
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=1;8;9;10;20
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=1;7;8;10;28
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1000;6;6;7;15
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableDedicated;count=1;8;9;10;13
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=10;7;7;8;9
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=10000;10;22;24;36
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.flowable;times=1000;8;8;21;21
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=1000;10;11;19;63
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1000000;13;13;13;13
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableDedicated;count=1000;10;10;19;19
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1000;11;11;29;29
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10;7;7;8;13
ReactiveX/RxJava;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=100;9;9;9;18
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=256,work=100;9;14;16;44
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=1000000;8;8;16;19
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000000;8;8;11;11
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableDedicated;count=1000000;10;10;25;25
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000,maxConcurrency=128;8;9;25;32
ReactiveX/RxJava;;io.reactivex.FlattenCrossMapPerf.observable;times=1000;9;9;9;10
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=100000;16;16;16;60
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=10;7;8;14;26
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=1000000,cpu=10000;7;15;15;16
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableDedicated;count=1000000;13;13;20;20
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.observableInner;times=1000000;9;12;13;24
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1,count=10000,parallelism=4;20;20;35;50
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=100;26;32;32;41
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000,maxConcurrency=256;7;9;14;17
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=1000,cpu=10000;12;12;12;20
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=100;9;10;10;10
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=10000;9;13;13;41
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10000,maxConcurrency=8;15;15;23;23
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert;count=10;7;7;9;10
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.observableBlockingFirst;;8;9;19;19
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=10000;;;;
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=1,work=1;14;19;20;22
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=1,work=1;11;18;39;55
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=100000;10;19;19;42
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.parallel;compute=10000,count=10000,parallelism=1;10;10;15;30
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.nbpRangeMapJust;times=1000;11;11;11;21
ReactiveX/RxJava;;io.reactivex.RxVsStreamPerf.range;times=1000;16;16;16;22
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observablePlain;count=1000000;11;11;11;11
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.flowable;times=1;8;9;10;21
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=100000;16;16;16;16
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observableConvert;count=100000;10;10;10;10
